Id,Expression,Answer
5131,752+821,1573
5132,633+931,1564
5133,591+224,815
5134,93+446,539
5135,402+808,1210
5136,723+276,999
5137,603+647,1250
5138,515+345,860
5139,453+376,829
5140,27+675,702
5141,785+939,1724
5142,963+809,1772
5143,890+348,1238
5144,342+69,411
5145,512+968,1480
5146,851+340,1191
5147,157+719,876
5148,153+57,210
5149,205+11,216
5150,793+641,1434
5151,460+864,1324
5152,440+432,872
5153,752+637,1389
5154,549+702,1251
5155,178+849,1027
5156,589+90,679
5157,53+534,587
5158,840+442,1282
5159,772+340,1112
5160,340+370,710
5161,32+415,447
5162,911+172,1083
5163,859+863,1722
5164,144+288,432
5165,19+399,418
5166,503+584,1087
5167,129+686,815
5168,574+490,1064
5169,660+442,1102
5170,171+366,537
5171,715+504,1219
5172,539+233,772
5173,768+20,788
5174,39+915,954
5175,550+188,738
5176,557+400,957
5177,740+538,1278
5178,278+335,613
5179,960+427,1387
5180,243+392,635
5181,826+453,1279
5182,214+768,982
5183,581+523,1104
5184,522+869,1391
5185,206+674,880
5186,738+516,1254
5187,719+332,1051
5188,368+77,445
5189,317+312,629
5190,548+621,1169
5191,900+494,1394
5192,363+131,494
5193,276+570,846
5194,144+292,436
5195,536+268,804
5196,260+308,568
5197,295+687,982
5198,693+664,1357
5199,65+84,149
5200,638+207,845
5201,689+598,1287
5202,993+87,1080
5203,999+762,1761
5204,482+742,1224
5205,66+179,245
5206,466+986,1452
5207,420+809,1229
5208,568+116,684
5209,742+891,1633
5210,916+289,1205
5211,804+473,1277
5212,645+139,784
5213,511+446,957
5214,499+819,1318
5215,199+565,764
5216,718+74,792
5217,649+319,968
5218,305+543,848
5219,35+446,481
5220,342+483,825
5221,872+993,1865
5222,553+494,1047
5223,146+981,1127
5224,779+58,837
5225,604+886,1490
5226,392+416,808
5227,211+858,1069
5228,744+919,1663
5229,144+540,684
5230,913+102,1015
5231,92+366,458
5232,453+71,524
5233,502+817,1319
5234,335+979,1314
5235,211+679,890
5236,309+381,690
5237,923+743,1666
5238,943+996,1939
5239,412+471,883
5240,110+96,206
5241,735+591,1326
5242,688+856,1544
5243,44+691,735
5244,290+793,1083
5245,306+470,776
5246,90+774,864
5247,827+620,1447
5248,280+175,455
5249,163+831,994
5250,979+345,1324
5251,338+674,1012
5252,770+429,1199
5253,806+920,1726
5254,871+375,1246
5255,720+146,866
5256,383+381,764
5257,887+181,1068
5258,986+869,1855
5259,221+426,647
5260,270+501,771
5261,566+819,1385
5262,37+892,929
5263,888+674,1562
5264,873+580,1453
5265,819+645,1464
5266,277+819,1096
5267,711+347,1058
5268,847+842,1689
5269,850+991,1841
5270,412+388,800
5271,108+797,905
5272,143+823,966
5273,818+469,1287
5274,407+794,1201
5275,944+54,998
5276,826+99,925
5277,119+36,155
5278,584+859,1443
5279,99+395,494
5280,535+733,1268
5281,888+295,1183
5282,998+856,1854
5283,866+306,1172
5284,778+688,1466
5285,573+907,1480
5286,517+416,933
5287,385+847,1232
5288,597+697,1294
5289,550+104,654
5290,880+411,1291
5291,63+801,864
5292,524+952,1476
5293,898+241,1139
5294,580+267,847
5295,241+1,242
5296,489+692,1181
5297,924+572,1496
5298,893+734,1627
5299,564+27,591
5300,125+664,789
5301,179+699,878
5302,50+919,969
5303,742+41,783
5304,335+622,957
5305,131+948,1079
5306,415+621,1036
5307,490+234,724
5308,290+408,698
5309,368+745,1113
5310,864+874,1738
5311,154+516,670
5312,936+618,1554
5313,573+966,1539
5314,214+654,868
5315,762+459,1221
5316,39+104,143
5317,484+759,1243
5318,653+906,1559
5319,605+409,1014
5320,992+323,1315
5321,754+125,879
5322,459+433,892
5323,286+976,1262
5324,896+596,1492
5325,563+443,1006
5326,705+3,708
5327,982+500,1482
5328,815+298,1113
5329,251+216,467
5330,652+341,993
5331,187+792,979
5332,833+596,1429
5333,810+314,1124
5334,64+836,900
5335,102+551,653
5336,173+657,830
5337,703+389,1092
5338,598+825,1423
5339,358+516,874
5340,630+405,1035
5341,627+338,965
5342,249+671,920
5343,426+914,1340
5344,65+962,1027
5345,601+296,897
5346,10+603,613
5347,190+212,402
5348,822+889,1711
5349,354+937,1291
5350,140+610,750
5351,27+838,865
5352,147+79,226
5353,323+681,1004
5354,620+762,1382
5355,229+903,1132
5356,256+849,1105
5357,735+624,1359
5358,275+155,430
5359,125+835,960
5360,223+232,455
5361,249+653,902
5362,766+57,823
5363,249+288,537
5364,736+508,1244
5365,781+813,1594
5366,183+19,202
5367,3+142,145
5368,421+778,1199
5369,361+114,475
5370,652+156,808
5371,229+784,1013
5372,43+218,261
5373,623+564,1187
5374,164+333,497
5375,386+80,466
5376,248+874,1122
5377,7+307,314
5378,632+424,1056
5379,424+773,1197
5380,500+825,1325
5381,436+133,569
5382,832+302,1134
5383,80+807,887
5384,898+646,1544
5385,765+204,969
5386,670+880,1550
5387,204+539,743
5388,968+648,1616
5389,115+575,690
5390,258+151,409
5391,918+98,1016
5392,424+438,862
5393,428+268,696
5394,372+905,1277
5395,518+831,1349
5396,389+973,1362
5397,355+241,596
5398,45+382,427
5399,348+721,1069
5400,534+350,884
5401,138+600,738
5402,801+916,1717
5403,748+916,1664
5404,649+261,910
5405,733+68,801
5406,50+685,735
5407,928+704,1632
5408,774+196,970
5409,71+420,491
5410,456+451,907
5411,560+642,1202
5412,83+883,966
5413,988+879,1867
5414,531+112,643
5415,679+734,1413
5416,999+511,1510
5417,37+728,765
5418,133+104,237
5419,66+241,307
5420,606+319,925
5421,56+293,349
5422,894+663,1557
5423,541+612,1153
5424,21+444,465
5425,248+214,462
5426,906+955,1861
5427,802+360,1162
5428,453+856,1309
5429,903+154,1057
5430,375+574,949
5431,160+226,386
5432,742+776,1518
5433,644+691,1335
5434,629+17,646
5435,618+977,1595
5436,324+559,883
5437,481+943,1424
5438,920+901,1821
5439,156+746,902
5440,632+772,1404
5441,30+793,823
5442,986+154,1140
5443,809+329,1138
5444,107+738,845
5445,822+602,1424
5446,702+22,724
5447,253+968,1221
5448,792+999,1791
5449,626+123,749
5450,68+460,528
5451,51+136,187
5452,858+413,1271
5453,759+720,1479
5454,136+165,301
5455,944+924,1868
5456,828+129,957
5457,872+758,1630
5458,206+845,1051
5459,224+504,728
5460,37+824,861
5461,391+896,1287
5462,130+333,463
5463,35+700,735
5464,992+582,1574
5465,388+241,629
5466,386+196,582
5467,559+963,1522
5468,99+69,168
5469,627+421,1048
5470,917+800,1717
5471,79+833,912
5472,552+554,1106
5473,668+894,1562
5474,184+527,711
5475,325+298,623
5476,207+913,1120
5477,883+537,1420
5478,504+288,792
5479,347+608,955
5480,578+111,689
5481,981+385,1366
5482,234+172,406
5483,651+510,1161
5484,777+369,1146
5485,41+319,360
5486,198+26,224
5487,158+206,364
5488,329+272,601
5489,100+505,605
5490,678+728,1406
5491,940+944,1884
5492,10+519,529
5493,930+352,1282
5494,637+331,968
5495,34+3,37
5496,475+668,1143
5497,30+485,515
5498,180+52,232
5499,740+543,1283
5500,375+990,1365
5501,39+128,167
5502,867+509,1376
5503,578+632,1210
5504,109+168,277
5505,460+20,480
5506,472+230,702
5507,674+328,1002
5508,112+88,200
5509,49+346,395
5510,462+282,744
5511,990+17,1007
5512,574+123,697
5513,857+458,1315
5514,522+889,1411
5515,700+307,1007
5516,890+944,1834
5517,546+825,1371
5518,125+782,907
5519,339+744,1083
5520,110+883,993
5521,638+3,641
5522,700+385,1085
5523,443+852,1295
5524,427+985,1412
5525,742+780,1522
5526,551+450,1001
5527,484+224,708
5528,842+222,1064
5529,404+23,427
5530,373+506,879
5531,434+129,563
5532,385+762,1147
5533,688+907,1595
5534,776+993,1769
5535,709+647,1356
5536,690+140,830
5537,902+768,1670
5538,351+813,1164
5539,136+286,422
5540,324+329,653
5541,783+719,1502
5542,234+762,996
5543,297+184,481
5544,127+107,234
5545,650+691,1341
5546,27+294,321
5547,284+809,1093
5548,889+42,931
5549,13+275,288
5550,50+723,773
5551,232+45,277
5552,886+162,1048
5553,811+428,1239
5554,355+161,516
5555,630+474,1104
5556,359+548,907
5557,714+40,754
5558,550+207,757
5559,127+379,506
5560,140+144,284
5561,155+90,245
5562,125+567,692
5563,824+650,1474
5564,693+82,775
5565,334+725,1059
5566,710+80,790
5567,64+85,149
5568,768+645,1413
5569,235+994,1229
5570,603+679,1282
5571,1+110,111
5572,645+457,1102
5573,922+251,1173
5574,875+279,1154
5575,754+694,1448
5576,40+489,529
5577,209+692,901
5578,163+544,707
5579,729+204,933
5580,531+660,1191
5581,32+868,900
5582,465+103,568
5583,521+771,1292
5584,637+795,1432
5585,823+684,1507
5586,48+639,687
5587,329+513,842
5588,776+611,1387
5589,150+345,495
5590,281+982,1263
5591,716+754,1470
5592,480+512,992
5593,542+782,1324
5594,267+55,322
5595,125+986,1111
5596,67+142,209
5597,703+659,1362
5598,420+139,559
5599,139+328,467
5600,242+559,801
5601,41+152,193
5602,961+562,1523
5603,411+309,720
5604,274+971,1245
5605,913+75,988
5606,556+877,1433
5607,681+365,1046
5608,798+40,838
5609,36+843,879
5610,130+101,231
5611,659+22,681
5612,376+582,958
5613,809+734,1543
5614,101+839,940
5615,680+297,977
5616,999+430,1429
5617,242+614,856
5618,26+364,390
5619,618+939,1557
5620,393+575,968
5621,590+310,900
5622,83+670,753
5623,809+721,1530
5624,552+977,1529
5625,241+383,624
5626,398+856,1254
5627,247+591,838
5628,963+503,1466
5629,334+586,920
5630,478+930,1408
5631,447+757,1204
5632,113+923,1036
5633,717+662,1379
5634,125+915,1040
5635,425+106,531
5636,853+83,936
5637,678+467,1145
5638,262+242,504
5639,892+337,1229
5640,972+400,1372
5641,643+205,848
5642,922+855,1777
5643,192+531,723
5644,508+398,906
5645,502+493,995
5646,504+6,510
5647,604+210,814
5648,342+942,1284
5649,512+230,742
5650,705+30,735
5651,429+666,1095
5652,630+823,1453
5653,504+426,930
5654,792+698,1490
5655,813+736,1549
5656,998+275,1273
5657,689+708,1397
5658,504+48,552
5659,909+824,1733
5660,705+663,1368
5661,17+194,211
5662,157+332,489
5663,35+29,64
5664,793+13,806
5665,978+426,1404
5666,891+892,1783
5667,224+419,643
5668,272+495,767
5669,942+644,1586
5670,532+584,1116
5671,226+97,323
5672,145+590,735
5673,576+291,867
5674,440+33,473
5675,102+28,130
5676,449+377,826
5677,998+835,1833
5678,353+26,379
5679,186+978,1164
5680,769+313,1082
5681,300+227,527
5682,433+518,951
5683,550+76,626
5684,168+136,304
5685,665+728,1393
5686,43+597,640
5687,47+399,446
5688,81+589,670
5689,965+310,1275
5690,173+604,777
5691,569+577,1146
5692,441+660,1101
5693,932+51,983
5694,317+700,1017
5695,759+510,1269
5696,893+926,1819
5697,764+843,1607
5698,894+491,1385
5699,291+634,925
5700,204+467,671
5701,118+606,724
5702,644+303,947
5703,870+501,1371
5704,97+29,126
5705,363+558,921
5706,906+472,1378
5707,633+236,869
5708,15+828,843
5709,878+821,1699
5710,258+484,742
5711,420+977,1397
5712,739+462,1201
5713,273+486,759
5714,21+698,719
5715,339+659,998
5716,318+308,626
5717,545+940,1485
5718,53+904,957
5719,734+63,797
5720,27+153,180
5721,570+689,1259
5722,622+494,1116
5723,313+137,450
5724,481+390,871
5725,529+400,929
5726,415+578,993
5727,109+776,885
5728,600+358,958
5729,160+667,827
5730,358+664,1022
5731,177+535,712
5732,905+593,1498
5733,622+160,782
5734,229+475,704
5735,590+432,1022
5736,969+565,1534
5737,9+529,538
5738,113+2,115
5739,433+513,946
5740,782+485,1267
5741,0+255,255
5742,907+432,1339
5743,186+90,276
5744,696+872,1568
5745,758+877,1635
5746,344+919,1263
5747,180+786,966
5748,779+868,1647
5749,322+631,953
5750,149+740,889
5751,99+461,560
5752,921+638,1559
5753,990+63,1053
5754,796+571,1367
5755,438+337,775
5756,353+76,429
5757,995+441,1436
5758,5+791,796
5759,753+840,1593
5760,801+121,922
5761,75+67,142
5762,545+387,932
5763,788+387,1175
5764,706+853,1559
5765,582+587,1169
5766,313+789,1102
5767,795+161,956
5768,165+52,217
5769,677+952,1629
5770,147+21,168
5771,383+693,1076
5772,938+411,1349
5773,71+423,494
5774,592+957,1549
5775,150+674,824
5776,360+810,1170
5777,112+304,416
5778,911+15,926
5779,993+318,1311
5780,544+814,1358
5781,637+249,886
5782,208+216,424
5783,502+351,853
5784,922+419,1341
5785,631+799,1430
5786,289+152,441
5787,890+450,1340
5788,258+643,901
5789,735+250,985
5790,724+416,1140
5791,127+133,260
5792,632+249,881
5793,569+568,1137
5794,370+374,744
5795,380+439,819
5796,85+887,972
5797,849+95,944
5798,975+626,1601
5799,258+520,778
5800,412+159,571
5801,293+383,676
5802,386+162,548
5803,960+241,1201
5804,295+590,885
5805,8+771,779
5806,218+719,937
5807,753+401,1154
5808,912+801,1713
5809,214+696,910
5810,402+159,561
5811,997+527,1524
5812,5+476,481
5813,470+580,1050
5814,838+227,1065
5815,617+337,954
5816,701+326,1027
5817,586+975,1561
5818,327+2,329
5819,973+637,1610
5820,560+591,1151
5821,937+323,1260
5822,700+489,1189
5823,999+886,1885
5824,673+289,962
5825,879+480,1359
5826,465+135,600
5827,280+736,1016
5828,83+77,160
5829,968+156,1124
5830,819+357,1176
5831,948+488,1436
5832,569+605,1174
5833,517+3,520
5834,589+830,1419
5835,971+718,1689
5836,93+361,454
5837,193+475,668
5838,700+306,1006
5839,348+979,1327
5840,121+430,551
5841,935+55,990
5842,732+755,1487
5843,431+307,738
5844,863+398,1261
5845,369+924,1293
5846,864+56,920
5847,459+477,936
5848,188+880,1068
5849,513+544,1057
5850,91+354,445
5851,663+608,1271
5852,967+814,1781
5853,11+241,252
5854,591+990,1581
5855,330+805,1135
5856,83+35,118
5857,745+439,1184
5858,708+486,1194
5859,895+315,1210
5860,323+986,1309
5861,682+660,1342
5862,666+880,1546
5863,50+124,174
5864,894+541,1435
5865,637+478,1115
5866,427+726,1153
5867,469+396,865
5868,397+895,1292
5869,652+871,1523
5870,506+137,643
5871,23+341,364
5872,581+268,849
5873,805+360,1165
5874,434+764,1198
5875,733+184,917
5876,686+59,745
5877,235+546,781
5878,362+785,1147
5879,594+101,695
5880,675+835,1510
5881,659+160,819
5882,747+64,811
5883,300+567,867
5884,462+744,1206
5885,457+1,458
5886,533+315,848
5887,117+132,249
5888,351+542,893
5889,69+775,844
5890,81+570,651
5891,515+260,775
5892,995+246,1241
5893,802+654,1456
5894,364+834,1198
5895,996+558,1554
5896,273+648,921
5897,348+445,793
5898,638+630,1268
5899,707+967,1674
5900,362+806,1168
5901,644+8,652
5902,600+533,1133
5903,941+511,1452
5904,443+85,528
5905,526+824,1350
5906,864+429,1293
5907,331+699,1030
5908,788+259,1047
5909,475+947,1422
5910,193+335,528
5911,786+672,1458
5912,892+358,1250
5913,465+113,578
5914,89+25,114
5915,150+879,1029
5916,862+579,1441
5917,540+591,1131
5918,998+140,1138
5919,778+311,1089
5920,323+727,1050
5921,574+385,959
5922,505+484,989
5923,279+215,494
5924,730+66,796
5925,111+517,628
5926,126+800,926
5927,187+37,224
5928,156+143,299
5929,955+890,1845
5930,477+776,1253
5931,993+783,1776
5932,951+894,1845
5933,322+808,1130
5934,855+308,1163
5935,175+581,756
5936,288+977,1265
5937,381+297,678
5938,797+577,1374
5939,52+767,819
5940,909+619,1528
5941,162+580,742
5942,688+411,1099
5943,37+601,638
5944,678+215,893
5945,347+230,577
5946,587+102,689
5947,824+655,1479
5948,661+372,1033
5949,972+890,1862
5950,621+111,732
5951,310+23,333
5952,773+251,1024
5953,434+350,784
5954,521+675,1196
5955,856+264,1120
5956,732+905,1637
5957,426+720,1146
5958,398+985,1383
5959,542+966,1508
5960,29+809,838
5961,589+885,1474
5962,370+336,706
5963,730+403,1133
5964,755+814,1569
5965,159+470,629
5966,618+396,1014
5967,117+87,204
5968,991+313,1304
5969,805+240,1045
5970,365+389,754
5971,987+702,1689
5972,907+775,1682
5973,762+463,1225
5974,328+179,507
5975,592+130,722
5976,654+169,823
5977,605+110,715
5978,659+858,1517
5979,921+293,1214
5980,539+504,1043
5981,372+113,485
5982,831+869,1700
5983,868+25,893
5984,365+132,497
5985,992+331,1323
5986,600+811,1411
5987,906+313,1219
5988,184+286,470
5989,542+88,630
5990,344+362,706
5991,407+693,1100
5992,392+822,1214
5993,813+785,1598
5994,997+754,1751
5995,202+31,233
5996,976+705,1681
5997,74+423,497
5998,916+242,1158
5999,341+909,1250
6000,312+649,961
6001,993+827,1820
6002,537+66,603
6003,994+152,1146
6004,184+914,1098
6005,809+925,1734
6006,687+365,1052
6007,975+607,1582
6008,844+59,903
6009,2+579,581
6010,723+125,848
6011,683+486,1169
6012,201+36,237
6013,949+762,1711
6014,399+386,785
6015,580+930,1510
6016,439+79,518
6017,997+924,1921
6018,162+32,194
6019,913+905,1818
6020,555+649,1204
6021,822+593,1415
6022,597+201,798
6023,545+919,1464
6024,283+52,335
6025,398+840,1238
6026,256+988,1244
6027,718+357,1075
6028,137+669,806
6029,396+860,1256
6030,800+551,1351
6031,674+17,691
6032,577+247,824
6033,44+611,655
6034,468+157,625
6035,683+72,755
6036,698+989,1687
6037,677+0,677
6038,881+26,907
6039,538+88,626
6040,474+704,1178
6041,408+7,415
6042,309+643,952
6043,553+872,1425
6044,58+903,961
6045,567+104,671
6046,857+244,1101
6047,341+172,513
6048,887+583,1470
6049,320+840,1160
6050,421+162,583
6051,686+432,1118
6052,134+378,512
6053,345+578,923
6054,2+637,639
6055,97+573,670
6056,256+518,774
6057,971+599,1570
6058,646+110,756
6059,159+127,286
6060,60+555,615
6061,517+196,713
6062,12+561,573
6063,360+749,1109
6064,594+808,1402
6065,114+127,241
6066,499+80,579
6067,680+42,722
6068,566+478,1044
6069,314+141,455
6070,518+826,1344
6071,966+232,1198
6072,778+447,1225
6073,127+279,406
6074,502+196,698
6075,603+941,1544
6076,853+72,925
6077,202+732,934
6078,82+254,336
6079,820+102,922
6080,677+169,846
6081,181+380,561
6082,368+651,1019
6083,394+687,1081
6084,945+117,1062
6085,460+419,879
6086,630+116,746
6087,252+187,439
6088,158+231,389
6089,171+936,1107
6090,352+279,631
6091,449+191,640
6092,264+983,1247
6093,324+693,1017
6094,903+431,1334
6095,488+956,1444
6096,444+860,1304
6097,65+930,995
6098,885+639,1524
6099,787+254,1041
6100,436+819,1255
6101,599+823,1422
6102,739+652,1391
6103,858+977,1835
6104,220+405,625
6105,537+389,926
6106,524+882,1406
6107,106+347,453
6108,590+969,1559
6109,802+903,1705
6110,188+670,858
6111,769+905,1674
6112,768+147,915
6113,354+686,1040
6114,842+756,1598
6115,622+264,886
6116,702+156,858
6117,72+5,77
6118,47+365,412
6119,843+592,1435
6120,310+630,940
6121,422+200,622
6122,875+728,1603
6123,66+283,349
6124,429+874,1303
6125,20+629,649
6126,841+959,1800
6127,632+409,1041
6128,884+206,1090
6129,295+669,964
6130,550+742,1292
6131,870+651,1521
6132,843+251,1094
6133,802+169,971
6134,334+721,1055
6135,464+82,546
6136,848+355,1203
6137,815+416,1231
6138,173+999,1172
6139,714+313,1027
6140,635+800,1435
6141,145+573,718
6142,718+530,1248
6143,822+537,1359
6144,805+698,1503
6145,687+878,1565
6146,898+593,1491
6147,508+435,943
6148,535+80,615
6149,14+99,113
6150,847+297,1144
6151,142+830,972
6152,340+775,1115
6153,245+23,268
6154,360+678,1038
6155,929+219,1148
6156,317+735,1052
6157,914+152,1066
6158,19+494,513
6159,256+567,823
6160,665+836,1501
6161,774+633,1407
6162,932+387,1319
6163,384+955,1339
6164,162+536,698
6165,644+339,983
6166,774+232,1006
6167,301+633,934
6168,615+288,903
6169,615+908,1523
6170,320+693,1013
6171,200+700,900
6172,263+270,533
6173,6+150,156
6174,857+84,941
6175,553+928,1481
6176,289+589,878
6177,990+648,1638
6178,994+688,1682
6179,907+360,1267
6180,521+458,979
6181,164+260,424
6182,778+130,908
6183,992+717,1709
6184,637+976,1613
6185,96+260,356
6186,54+201,255
6187,61+518,579
6188,50+245,295
6189,70+131,201
6190,863+229,1092
6191,669+873,1542
6192,360+992,1352
6193,577+326,903
6194,774+364,1138
6195,868+810,1678
6196,692+46,738
6197,942+419,1361
6198,574+706,1280
6199,418+712,1130
6200,668+660,1328
6201,559+75,634
6202,325+367,692
6203,624+679,1303
6204,858+977,1835
6205,462+504,966
6206,743+557,1300
6207,439+861,1300
6208,190+173,363
6209,740+661,1401
6210,476+238,714
6211,232+424,656
6212,515+604,1119
6213,372+228,600
6214,81+614,695
6215,446+285,731
6216,985+250,1235
6217,621+735,1356
6218,679+901,1580
6219,286+492,778
6220,642+155,797
6221,979+451,1430
6222,936+793,1729
6223,294+171,465
6224,800+187,987
6225,772+878,1650
6226,550+738,1288
6227,822+678,1500
6228,832+946,1778
6229,666+747,1413
6230,151+181,332
6231,465+985,1450
6232,877+957,1834
6233,953+138,1091
6234,199+654,853
6235,831+235,1066
6236,156+281,437
6237,849+730,1579
6238,509+14,523
6239,369+556,925
6240,969+965,1934
6241,575+649,1224
6242,39+279,318
6243,670+998,1668
6244,220+291,511
6245,628+267,895
6246,398+332,730
6247,742+428,1170
6248,259+219,478
6249,409+52,461
6250,493+710,1203
6251,648+95,743
6252,867+514,1381
6253,148+175,323
6254,839+873,1712
6255,521+509,1030
6256,825+559,1384
6257,198+688,886
6258,832+788,1620
6259,649+956,1605
6260,271+206,477
6261,267+387,654
6262,811+381,1192
6263,839+372,1211
6264,549+692,1241
